energy,2.59478E-06,2.60725E-06,2.6246E-06,2.64218E-06,2.66E-06,2.67806E-06,2.69637E-06,2.71499E-06,2.73381E-06,2.75289E-06,2.77224E-06,2.79187E-06,2.81177E-06,2.83196E-06,2.8525E-06,2.87329E-06,2.89437E-06,2.91577E-06,2.93651E-06,2.95453E-06,2.96865E-06,2.9799E-06,2.99016E-06,2.99947E-06,3.00775E-06,3.01614E-06,3.02348E-06,3.02983E-06,3.03619E-06,3.04363E-06,3.05006E-06,3.05651E-06,3.06299E-06,3.0695E-06,3.07581E-06,3.08038E-06,3.08482E-06,3.08919E-06,3.09358E-06,3.09805E-06,3.10269E-06,3.1089E-06,3.11358E-06,3.11811E-06,3.12258E-06,3.12706E-06,3.13179E-06,3.13835E-06,3.14519E-06,3.15205E-06,3.15782E-06,3.16473E-06,3.17168E-06,3.1798E-06,3.18919E-06,3.19855E-06,3.21037E-06,3.23074E-06,3.25742E-06,3.28455E-06,3.31213E-06,3.34018E-06,3.3688E-06,3.39782E-06,3.42735E-06,3.45048E-06,3.46434E-06,3.47402E-06,3.48103E-06,3.48915E-06,3.49503E-06,3.50065E-06,3.50628E-06,3.51233E-06,3.51909E-06,3.52488E-06,3.53059E-06,3.53632E-06,3.54207E-06,3.54793E-06,3.55372E-06,3.55952E-06,3.56545E-06,3.57129E-06,3.57715E-06,3.58189E-06,3.58903E-06,3.59495E-06,3.60089E-06,3.60696E-06,3.61294E-06,3.61746E-06,3.62379E-06,3.63227E-06,3.63897E-06,3.64784E-06,3.65707E-06,3.66798E-06,3.67884E-06,3.69141E-06,3.70716E-06,3.73109E-06,3.76342E-06,3.79968E-06,3.83664E-06,3.87445E-06,3.91288E-06,3.95209E-06,3.9921E-06,4.03292E-06,4.07458E-06,4.11711E-06,4.16054E-06,4.20504E-06,4.25036E-06,4.29666E-06,4.34399E-06,4.39236E-06
RINDEX,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
ABSLENGTH,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000,7000
SCINTILLATIONCOMPONENT1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.04,0.05,0.07,0.09,0.11,0.13,0.15,0.18,0.2,0.22,0.24,0.26,0.29,0.31,0.33,0.36,0.38,0.41,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.59,0.61,0.63,0.65,0.67,0.69,0.72,0.75,0.78,0.8,0.82,0.85,0.87,0.89,0.91,0.94,0.96,0.97,0.97,0.96,0.97,0.98,1,1,0.98,0.96,0.93,0.91,0.89,0.87,0.84,0.82,0.79,0.76,0.74,0.71,0.68,0.65,0.62,0.59,0.56,0.53,0.5,0.47,0.44,0.41,0.38,0.35,0.32,0.3,0.28,0.25,0.23,0.2,0.18,0.16,0.13,0.11,0.09,0.07,0.04,0.03,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
SCINTILLATIONYIELD,80000
SCINTILLATIONTIMECONSTANT1,16
RESOLUTIONSCALE,1
