energy,1.40E-06,1.44E-06,1.50E-06,1.56E-06,1.63E-06,1.69E-06,1.76E-06,1.82E-06,1.88E-06,1.93E-06,1.98E-06,2.03E-06,2.09E-06,2.17E-06,2.24E-06,2.30E-06,2.38E-06,2.48E-06,2.64E-06,2.84E-06,3.01E-06,3.13E-06,3.22E-06,3.25E-06,3.34E-06,3.41E-06,3.49E-06,3.59E-06,3.62E-06,3.67E-06,3.72E-06,3.77E-06,3.79E-06,3.86E-06
EFFICIENCY,0.038204608,0.049561724,0.066092061,0.084585974,0.103160774,0.12483983,0.145920339,0.167429879,0.187343302,0.206777439,0.229192371,0.249945581,0.269091999,0.297374916,0.323900966,0.344069886,0.364481152,0.385104958,0.399383156,0.392068233,0.369892386,0.348694706,0.324319675,0.301670517,0.279767001,0.258464601,0.231195542,0.198458795,0.162145893,0.13310099,0.098584057,0.072563977,0.053495328,0.032820352
